   162500.03,     91800.00,     68900.00,         0.00,         0.00,         0.00
    91800.00,    162500.03,     68900.00,         0.00,         0.00,         0.00
    68900.00,     68900.00,    180600.04,         0.00,         0.00,         0.00
        0.00,         0.00,         0.00,     46800.00,         0.00,         0.00
        0.00,         0.00,         0.00,         0.00,     46800.00,         0.00
        0.00,         0.00,         0.00,         0.00,         0.00,     35350.00
unit,MPa
MSE,0.00

