        C_11,        C_12,        C_13,        C_14,        C_15,        C_16,        C_21,        C_22,        C_23,        C_24,        C_25,        C_26,        C_31,        C_32,        C_33,        C_34,        C_35,        C_36,        C_41,        C_42,        C_43,        C_44,        C_45,        C_46,        C_51,        C_52,        C_53,        C_54,        C_55,        C_56,        C_61,        C_62,        C_63,        C_64,        C_65,        C_66,           a,           k, unit_stress,         MSE
    1.497899,    2.271764,    1.094683,    0.000000,    0.000000,    0.000000,    2.271764,    1.020473,    0.440789,    0.000000,    0.000000,    0.000000,    1.094683,    0.440789,    1.677460,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    1.212277,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    1.334253,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    1.088407,    2.233021,    0.155628,         MPa,   48.517064
