        C_11,        C_12,        C_13,        C_14,        C_15,        C_16,        C_21,        C_22,        C_23,        C_24,        C_25,        C_26,        C_31,        C_32,        C_33,        C_34,        C_35,        C_36,        C_41,        C_42,        C_43,        C_44,        C_45,        C_46,        C_51,        C_52,        C_53,        C_54,        C_55,        C_56,        C_61,        C_62,        C_63,        C_64,        C_65,        C_66,           a,           k, sigma_Y_ref, unit_stress,         MSE
    0.836236,    2.194807,    1.112826,    0.000000,    0.000000,    0.000000,    2.194807,    1.283507,    1.033101,    0.000000,    0.000000,    0.000000,    1.112826,    1.033101,    1.862966,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.969726,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    1.026988,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    1.178212,    1.500000,    0.000000,  472.410000,         MPa,   53.690693
