        C_11,        C_12,        C_13,        C_14,        C_15,        C_16,        C_21,        C_22,        C_23,        C_24,        C_25,        C_26,        C_31,        C_32,        C_33,        C_34,        C_35,        C_36,        C_41,        C_42,        C_43,        C_44,        C_45,        C_46,        C_51,        C_52,        C_53,        C_54,        C_55,        C_56,        C_61,        C_62,        C_63,        C_64,        C_65,        C_66,           a,           k, sigma_Y_ref, unit_stress,         MSE
    0.342184,    2.351886,    1.426429,    0.000000,    0.000000,    0.000000,    2.351886,    1.365529,    0.776457,    0.000000,    0.000000,    0.000000,    1.426429,    0.776457,    2.369819,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    1.347524,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    1.422250,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    1.657198,    2.961421,    0.000000,  472.410000,         MPa,   54.211818
