         k_1,         a_1,      C_1_11,      C_1_12,      C_1_13,      C_1_14,      C_1_15,      C_1_16,      C_1_21,      C_1_22,      C_1_23,      C_1_24,      C_1_25,      C_1_26,      C_1_31,      C_1_32,      C_1_33,      C_1_34,      C_1_35,      C_1_36,      C_1_41,      C_1_42,      C_1_43,      C_1_44,      C_1_45,      C_1_46,      C_1_51,      C_1_52,      C_1_53,      C_1_54,      C_1_55,      C_1_56,      C_1_61,      C_1_62,      C_1_63,      C_1_64,      C_1_65,      C_1_66, unit_stress,         k_2,         a_2,      C_2_11,      C_2_12,      C_2_13,      C_2_14,      C_2_15,      C_2_16,      C_2_21,      C_2_22,      C_2_23,      C_2_24,      C_2_25,      C_2_26,      C_2_31,      C_2_32,      C_2_33,      C_2_34,      C_2_35,      C_2_36,      C_2_41,      C_2_42,      C_2_43,      C_2_44,      C_2_45,      C_2_46,      C_2_51,      C_2_52,      C_2_53,      C_2_54,      C_2_55,      C_2_56,      C_2_61,      C_2_62,      C_2_63,      C_2_64,      C_2_65,      C_2_66,         MSE
    0.000000,    5.023839,    1.648038,    0.858286,    0.946038,    0.000000,    0.000000,    0.000000,    0.858286,    1.587138,    0.928057,    0.000000,    0.000000,    0.000000,    0.946038,    0.928057,    1.571136,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.637153,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.674732,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.773996,         MPa,    0.000000,    5.023838,    1.648030,    0.858224,    0.946077,    0.000000,    0.000000,    0.000000,    0.858224,    1.587112,    0.928073,    0.000000,    0.000000,    0.000000,    0.946077,    0.928073,    1.571163,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.637149,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.674744,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.773997,   49.203815
